User_ID,Backup_ID,Action,Timestamp,IP,Device,Status,Reason
U059,B241,Download,2026-02-18 16:23:24,71.254.48.222,Corporate,Denied,RBAC rule
U048,B272,Delete,2026-01-08 19:26:48,195.235.20.249,Corporate,Denied,RBAC rule
U085,B060,Delete,2026-03-30 17:35:40,29.110.148.253,Corporate,Denied,RBAC rule
U074,B193,Download,2026-02-28 23:59:05,182.228.31.49,Corporate,Allowed,Access granted
U090,B072,Download,2026-01-15 04:10:28,72.1.255.226,Corporate,Denied,RBAC rule
U097,B242,Download,2026-01-17 18:26:20,113.18.47.138,Personal,Denied,RBAC rule
U044,B262,List,2026-02-01 22:38:14,84.7.52.180,Corporate,Allowed,Access granted
U097,B143,Download,2026-01-31 08:49:56,190.245.183.175,Personal,Allowed,Access granted
U059,B191,Restore,2026-02-03 16:39:12,23.146.242.229,Corporate,Denied,RBAC rule
U086,B219,Delete,2026-02-23 10:16:36,164.179.189.53,Personal,Allowed,Access granted
U076,B172,Restore,2026-02-12 20:05:41,106.106.174.56,Personal,Allowed,Access granted
U049,B029,Restore,2026-01-16 22:10:43,121.9.168.229,Corporate,Denied,RBAC rule
U100,B113,Delete,2026-02-11 17:36:08,118.251.106.122,Personal,Denied,RBAC rule
U004,B209,Restore,2026-03-24 21:50:11,158.239.193.120,Corporate,Denied,RBAC rule
U012,B021,Delete,2026-01-08 03:06:32,38.129.146.167,Corporate,Denied,RBAC rule
U053,B088,Delete,2026-03-11 15:06:28,25.189.39.49,Corporate,Denied,RBAC rule
U096,B046,Download,2026-02-07 01:35:47,124.81.3.87,Corporate,Denied,RBAC rule
U015,B023,Delete,2026-01-22 01:30:21,165.42.172.75,Personal,Denied,RBAC rule
U049,B061,List,2026-03-05 15:19:15,136.242.87.210,Corporate,Denied,RBAC rule
U024,B136,Download,2026-03-01 16:59:25,192.170.3.52,Corporate,Allowed,Access granted
U099,B095,Delete,2026-01-26 11:09:16,199.70.43.209,Corporate,Allowed,Access granted
U089,B019,Download,2026-01-11 07:15:09,162.121.201.147,Corporate,Denied,RBAC rule
U013,B001,Delete,2026-01-04 05:45:27,118.119.7.98,Personal,Denied,RBAC rule
U074,B033,Restore,2026-01-21 04:44:33,190.165.115.252,Personal,Allowed,Access granted
U047,B164,Restore,2026-03-14 22:14:25,48.191.26.107,Personal,Allowed,Access granted
U096,B042,Delete,2026-03-12 23:37:05,5.55.28.52,Personal,Denied,RBAC rule
U015,B232,Restore,2026-03-24 18:40:59,74.213.166.124,Personal,Allowed,Access granted
U073,B080,Delete,2026-02-01 20:55:48,87.43.173.61,Personal,Denied,RBAC rule
U098,B147,Download,2026-01-01 12:04:16,105.181.154.45,Corporate,Allowed,Access granted
U023,B116,Delete,2026-03-30 05:40:56,154.41.129.44,Personal,Denied,RBAC rule
U047,B297,Delete,2026-02-01 22:26:52,49.146.15.113,Personal,Denied,RBAC rule
U056,B129,List,2026-02-03 23:45:27,156.249.5.100,Personal,Denied,RBAC rule
U098,B094,Download,2026-02-04 16:26:36,188.149.110.252,Personal,Allowed,Access granted
U028,B192,Restore,2026-02-04 00:50:19,157.198.57.169,Corporate,Allowed,Access granted
U027,B252,Delete,2026-01-14 02:14:12,51.14.201.110,Personal,Denied,RBAC rule
U023,B165,Restore,2026-01-05 17:25:17,214.155.16.204,Corporate,Denied,RBAC rule
U013,B277,List,2026-03-29 07:55:19,33.188.140.46,Corporate,Allowed,Access granted
U054,B274,List,2026-01-18 21:21:07,171.241.70.192,Personal,Allowed,Access granted
U009,B024,Download,2026-02-07 13:59:43,66.69.209.104,Corporate,Denied,RBAC rule
U005,B141,List,2026-02-06 04:18:32,98.123.234.150,Corporate,Allowed,Access granted
U060,B104,Delete,2026-03-29 22:28:38,29.121.17.140,Corporate,Allowed,Access granted
U071,B123,Restore,2026-03-22 04:59:22,220.232.81.219,Corporate,Allowed,Access granted
U098,B166,List,2026-03-21 11:07:04,6.3.56.171,Corporate,Denied,RBAC rule
U057,B275,Delete,2026-01-23 18:48:37,35.22.80.27,Corporate,Denied,RBAC rule
U008,B133,Download,2026-02-01 22:34:03,100.132.247.107,Corporate,Allowed,Access granted
U021,B258,Delete,2026-03-17 22:56:21,2.8.52.204,Personal,Denied,RBAC rule
U077,B122,Restore,2026-03-27 14:49:20,40.101.248.139,Personal,Denied,RBAC rule
U025,B001,List,2026-02-14 14:09:05,203.163.134.162,Corporate,Allowed,Access granted
U096,B245,List,2026-01-25 07:14:59,80.163.134.111,Corporate,Allowed,Access granted
U062,B233,Restore,2026-01-26 16:55:56,132.204.119.142,Corporate,Denied,RBAC rule
U079,B043,Delete,2026-03-12 21:00:26,30.140.186.122,Personal,Allowed,Access granted
U016,B256,Delete,2026-03-01 23:18:06,53.225.62.95,Personal,Denied,RBAC rule
U003,B039,Restore,2026-01-27 04:51:18,84.16.69.67,Personal,Denied,RBAC rule
U084,B071,Download,2026-02-13 05:02:12,103.20.249.52,Personal,Denied,RBAC rule
U074,B039,List,2026-03-03 08:05:00,183.129.112.145,Personal,Denied,RBAC rule
U056,B229,List,2026-02-20 14:37:22,132.220.88.255,Corporate,Allowed,Access granted
U076,B016,List,2026-02-27 08:06:52,146.175.123.128,Corporate,Allowed,Access granted
U046,B166,Restore,2026-03-18 08:56:50,137.185.88.230,Corporate,Denied,RBAC rule
U062,B024,Delete,2026-01-23 21:34:00,193.18.163.137,Corporate,Allowed,Access granted
U045,B221,Delete,2026-03-04 02:01:54,89.93.135.64,Personal,Denied,RBAC rule
U034,B174,List,2026-02-10 16:08:06,204.75.159.174,Personal,Allowed,Access granted
U088,B142,Download,2026-01-08 23:58:11,221.84.121.68,Personal,Allowed,Access granted
U017,B119,List,2026-01-20 06:28:48,108.23.182.117,Personal,Denied,RBAC rule
U012,B002,Restore,2026-03-30 18:39:02,79.243.94.39,Personal,Allowed,Access granted
U025,B131,Delete,2026-01-04 15:58:05,45.210.118.115,Personal,Allowed,Access granted
U075,B197,Download,2026-01-19 17:59:06,208.211.225.105,Personal,Allowed,Access granted
U029,B096,Restore,2026-01-30 09:51:11,105.190.72.142,Corporate,Allowed,Access granted
U014,B107,Download,2026-01-10 01:57:00,80.172.17.140,Corporate,Denied,RBAC rule
U057,B286,Delete,2026-02-13 16:20:16,2.50.90.52,Personal,Allowed,Access granted
U055,B243,Download,2026-02-17 22:47:36,175.224.206.25,Personal,Denied,RBAC rule
U051,B207,Delete,2026-01-22 17:03:09,157.170.111.23,Corporate,Denied,RBAC rule
U038,B145,Restore,2026-03-26 04:41:01,174.55.68.11,Personal,Denied,RBAC rule
U058,B058,Restore,2026-01-10 18:34:20,141.197.21.13,Personal,Allowed,Access granted
U006,B162,Download,2026-01-21 14:07:26,109.167.138.7,Corporate,Allowed,Access granted
U002,B058,Download,2026-03-27 09:55:02,148.63.55.111,Personal,Allowed,Access granted
U097,B141,Restore,2026-01-16 17:56:41,120.243.205.252,Corporate,Allowed,Access granted
U006,B071,List,2026-02-01 12:30:31,173.29.101.243,Corporate,Denied,RBAC rule
U007,B114,Restore,2026-02-19 10:54:18,71.13.233.1,Personal,Denied,RBAC rule
U001,B088,Delete,2026-01-30 19:40:04,134.185.72.151,Personal,Denied,RBAC rule
U019,B105,Download,2026-01-04 08:02:29,135.181.74.61,Corporate,Denied,RBAC rule
U040,B221,List,2026-01-23 23:28:07,25.138.103.69,Personal,Allowed,Access granted
U095,B187,Restore,2026-01-27 03:03:27,15.14.253.152,Personal,Denied,RBAC rule
U080,B197,Download,2026-02-22 21:52:39,156.253.48.200,Corporate,Denied,RBAC rule
U087,B256,Download,2026-03-04 16:06:25,48.157.124.94,Personal,Allowed,Access granted
U028,B260,Restore,2026-03-04 07:03:42,38.90.247.232,Personal,Denied,RBAC rule
U083,B224,List,2026-01-27 16:40:06,87.19.13.217,Personal,Denied,RBAC rule
U014,B247,Delete,2026-02-26 13:16:43,139.145.18.181,Personal,Allowed,Access granted
U094,B289,Delete,2026-01-07 20:14:14,3.193.221.245,Personal,Allowed,Access granted
U042,B297,Delete,2026-02-25 00:56:48,107.140.140.248,Personal,Allowed,Access granted
U054,B021,Restore,2026-03-17 15:27:29,14.181.118.191,Personal,Allowed,Access granted
U064,B140,Download,2026-02-27 02:45:37,110.189.83.21,Personal,Allowed,Access granted
U006,B004,List,2026-02-08 23:33:49,30.45.56.102,Corporate,Allowed,Access granted
U083,B279,Delete,2026-02-04 02:18:03,34.74.156.90,Corporate,Denied,RBAC rule
U050,B279,Download,2026-01-01 08:34:51,50.35.143.113,Corporate,Allowed,Access granted
U091,B173,List,2026-01-30 00:32:18,71.193.69.165,Personal,Allowed,Access granted
U038,B103,Restore,2026-03-31 15:58:20,184.63.153.65,Personal,Allowed,Access granted
U027,B045,Download,2026-01-01 23:45:10,55.251.159.78,Personal,Allowed,Access granted
U078,B214,Download,2026-02-07 22:17:16,156.175.136.30,Personal,Allowed,Access granted
U018,B174,List,2026-03-12 08:22:01,8.43.198.65,Personal,Allowed,Access granted
U058,B231,List,2026-02-14 15:19:58,66.219.239.170,Corporate,Allowed,Access granted
U055,B058,Restore,2026-03-05 07:52:06,141.235.146.90,Corporate,Denied,RBAC rule
U014,B156,Download,2026-02-23 22:44:28,54.145.108.252,Personal,Denied,RBAC rule
U029,B223,Restore,2026-03-10 04:35:05,104.137.135.170,Personal,Denied,RBAC rule
U075,B256,List,2026-03-23 03:13:13,9.97.49.53,Corporate,Denied,RBAC rule
U090,B005,List,2026-02-12 21:01:39,63.188.27.164,Corporate,Denied,RBAC rule
U061,B088,Delete,2026-01-08 16:16:49,161.68.2.117,Personal,Denied,RBAC rule
U072,B077,List,2026-01-23 13:40:01,207.246.222.150,Personal,Allowed,Access granted
U017,B277,Download,2026-03-12 14:09:59,50.132.23.144,Corporate,Allowed,Access granted
U044,B289,Download,2026-01-31 07:35:30,114.46.150.190,Personal,Denied,RBAC rule
U053,B109,List,2026-03-04 19:09:56,113.195.129.57,Corporate,Denied,RBAC rule
U082,B146,List,2026-01-27 18:59:43,48.171.89.72,Corporate,Denied,RBAC rule
U088,B056,Download,2026-02-26 12:33:35,185.231.214.15,Corporate,Allowed,Access granted
U044,B142,Restore,2026-02-06 21:32:44,5.117.131.13,Personal,Allowed,Access granted
U084,B141,List,2026-02-09 13:01:45,220.235.113.79,Corporate,Denied,RBAC rule
U072,B209,List,2026-01-05 06:30:36,86.190.83.70,Corporate,Allowed,Access granted
U021,B016,Download,2026-01-19 22:25:07,200.132.87.74,Personal,Denied,RBAC rule
U023,B033,Delete,2026-02-23 23:56:31,193.138.177.96,Corporate,Allowed,Access granted
U013,B020,Restore,2026-03-29 18:46:49,214.249.127.161,Personal,Allowed,Access granted
U018,B291,Download,2026-03-13 18:29:22,60.188.185.4,Personal,Allowed,Access granted
U072,B058,List,2026-03-19 15:23:55,114.114.12.66,Personal,Denied,RBAC rule
U053,B137,Restore,2026-03-06 13:02:55,169.109.247.190,Corporate,Allowed,Access granted
U053,B129,List,2026-03-25 08:05:41,149.245.111.74,Corporate,Allowed,Access granted
U069,B300,Delete,2026-03-30 23:20:36,162.75.129.52,Corporate,Denied,RBAC rule
U010,B241,Delete,2026-01-07 11:17:27,152.47.58.171,Corporate,Denied,RBAC rule
U085,B104,Delete,2026-03-03 14:17:03,147.20.14.29,Personal,Allowed,Access granted
U059,B067,Delete,2026-01-16 00:25:24,179.74.225.250,Personal,Allowed,Access granted
U026,B159,List,2026-02-24 20:11:12,184.189.192.71,Corporate,Allowed,Access granted
U032,B101,Restore,2026-02-17 05:46:14,201.175.110.173,Personal,Denied,RBAC rule
U095,B257,Restore,2026-02-17 17:30:20,172.46.236.116,Corporate,Allowed,Access granted
U069,B192,List,2026-02-25 11:07:37,61.169.197.100,Personal,Denied,RBAC rule
U068,B246,Delete,2026-01-19 01:07:34,50.84.2.97,Corporate,Allowed,Access granted
U092,B004,Download,2026-03-14 18:50:34,171.119.85.14,Corporate,Denied,RBAC rule
U068,B234,Restore,2026-01-28 10:52:09,203.155.234.62,Corporate,Denied,RBAC rule
U027,B125,Delete,2026-02-06 00:06:47,133.92.247.37,Corporate,Allowed,Access granted
U044,B209,Download,2026-01-22 11:39:04,177.41.116.208,Corporate,Denied,RBAC rule
U024,B035,Download,2026-04-01 09:19:55,113.69.62.88,Corporate,Denied,RBAC rule
U096,B061,Delete,2026-03-23 23:34:07,180.90.204.186,Personal,Denied,RBAC rule
U084,B235,Restore,2026-01-18 07:35:30,140.18.90.225,Corporate,Allowed,Access granted
U075,B207,Restore,2026-02-24 19:05:03,79.54.100.42,Personal,Denied,RBAC rule
U088,B120,List,2026-03-13 18:07:54,72.52.227.235,Personal,Allowed,Access granted
U095,B087,List,2026-01-27 06:25:14,112.245.131.109,Corporate,Denied,RBAC rule
U066,B018,Delete,2026-03-10 12:55:09,169.178.171.161,Corporate,Allowed,Access granted
U089,B063,List,2026-03-14 19:13:15,7.228.83.211,Corporate,Denied,RBAC rule
U015,B032,Download,2026-01-21 03:40:22,188.90.52.49,Corporate,Denied,RBAC rule
U032,B020,List,2026-01-22 11:23:09,34.2.180.119,Corporate,Allowed,Access granted
U011,B127,Restore,2026-02-22 14:21:42,197.199.109.22,Corporate,Denied,RBAC rule
U012,B148,Delete,2026-03-25 11:52:25,63.70.121.155,Personal,Denied,RBAC rule
U098,B092,List,2026-03-28 16:33:47,31.13.183.144,Personal,Denied,RBAC rule
U073,B115,List,2026-03-09 23:02:25,105.37.102.84,Corporate,Allowed,Access granted
U013,B263,List,2026-02-13 12:31:45,9.126.223.101,Corporate,Denied,RBAC rule
U008,B190,List,2026-01-23 06:28:53,194.130.141.61,Personal,Denied,RBAC rule
U088,B091,List,2026-01-18 22:27:39,108.40.54.146,Personal,Denied,RBAC rule
U056,B048,Download,2026-03-13 06:28:19,178.69.131.111,Corporate,Denied,RBAC rule
U100,B070,Download,2026-01-18 22:29:35,129.224.216.210,Corporate,Denied,RBAC rule
U044,B132,List,2026-03-29 21:09:40,130.136.241.131,Corporate,Denied,RBAC rule
U089,B133,Delete,2026-02-16 08:00:21,67.81.42.47,Corporate,Denied,RBAC rule
U025,B068,Download,2026-01-04 05:41:57,202.168.75.239,Corporate,Allowed,Access granted
U020,B263,Delete,2026-01-02 13:28:57,72.20.223.155,Corporate,Denied,RBAC rule
U030,B094,Download,2026-02-11 10:35:29,3.196.101.148,Corporate,Allowed,Access granted
U034,B055,Download,2026-02-22 02:12:55,113.186.12.155,Personal,Allowed,Access granted
U033,B285,Delete,2026-03-08 06:15:20,116.67.132.153,Corporate,Allowed,Access granted
U087,B046,Delete,2026-04-01 11:40:29,48.93.158.64,Personal,Allowed,Access granted
U044,B276,Download,2026-02-22 23:37:38,165.148.59.58,Corporate,Allowed,Access granted
U076,B017,List,2026-02-28 18:01:57,19.121.216.70,Personal,Denied,RBAC rule
U033,B153,Download,2026-02-12 10:28:20,206.98.30.204,Personal,Denied,RBAC rule
U080,B191,List,2026-02-19 01:41:18,4.85.17.79,Corporate,Denied,RBAC rule
U009,B088,Download,2026-03-30 19:00:29,49.176.207.0,Personal,Allowed,Access granted
U013,B202,Delete,2026-01-19 13:55:16,87.2.215.210,Personal,Denied,RBAC rule
U065,B246,Delete,2026-02-12 06:49:57,212.88.202.56,Corporate,Denied,RBAC rule
U064,B219,Restore,2026-01-30 16:30:23,25.145.230.21,Corporate,Denied,RBAC rule
U002,B073,Delete,2026-03-04 17:31:53,36.223.136.247,Corporate,Allowed,Access granted
U010,B061,Delete,2026-01-12 12:49:47,41.76.194.63,Corporate,Allowed,Access granted
U058,B278,Restore,2026-01-02 09:38:52,199.140.233.57,Corporate,Allowed,Access granted
U088,B024,List,2026-02-02 04:16:23,209.10.186.63,Personal,Allowed,Access granted
U062,B125,Download,2026-03-20 15:37:59,125.125.10.77,Corporate,Allowed,Access granted
U004,B252,Restore,2026-01-26 19:00:58,65.131.78.232,Personal,Denied,RBAC rule
U100,B167,Delete,2026-01-29 17:13:01,165.190.177.254,Personal,Denied,RBAC rule
U052,B244,Restore,2026-01-20 03:29:20,138.11.168.79,Personal,Denied,RBAC rule
U099,B250,List,2026-03-22 20:57:16,129.104.18.59,Corporate,Denied,RBAC rule
U010,B161,Download,2026-01-09 20:48:53,44.177.40.242,Corporate,Denied,RBAC rule
U046,B109,Delete,2026-03-19 03:26:02,178.189.219.209,Personal,Allowed,Access granted
U014,B210,List,2026-01-20 12:50:32,159.251.71.206,Corporate,Allowed,Access granted
U084,B127,Delete,2026-03-10 09:46:44,25.151.149.77,Personal,Allowed,Access granted
U079,B183,Restore,2026-03-09 11:28:55,100.169.111.153,Corporate,Denied,RBAC rule
U012,B033,Delete,2026-02-05 23:22:17,103.235.166.6,Personal,Denied,RBAC rule
